family_a	family_b	best_evalue
RF00143	RF02516	0.005
RF00143	RF02520	0.0021
RF00143	RF03225	0.0022
RF00143	RF03512	3.8e-06
RF00143	RF03634	0.0094
RF00143	RF03716	0.00061
RF00143	RF03718	0.0031
RF00143	RF03955	0.00073
RF00143	RF04054	2.6e-06
RF00143	RF04120	0.001
RF00143	RF04167	0.0058
RF00143	RF04187	0.004
RF00143	RF04258	2.3e-08
RF00144	RF00253	0.0021
RF00144	RF00486	6.6e-05
RF00144	RF01064	0.00032
RF00144	RF03638	0.00011
RF00144	RF03970	0.0016
RF00144	RF04076	5.6e-05
RF00147	RF00151	0.0097
RF00147	RF00213	0.0084
RF00147	RF00271	0.0002
RF00147	RF00317	0.0086
RF00147	RF00607	0.0009
RF00147	RF01194	0.0077
RF00147	RF01423	0.0012
RF00149	RF00581	4e-05
RF00150	RF01133	0.0036
RF00150	RF01140	0.00021
RF00151	RF00344	0.0055
RF00151	RF00345	0.0064
RF00154	RF00607	0.00024
RF00154	RF01166	0.0061
RF00154	RF01191	0.0021
RF00154	RF01662	0.00023
RF00157	RF01506	8.2e-05
RF00158	RF00266	0.0091
RF00158	RF01133	0.0015
RF00158	RF01304	0.00077
RF00160	RF00273	1.5e-07
RF00160	RF00473	0.00082
RF00160	RF01506	0.00025
RF00161	RF01390	0.0062
RF00161	RF03955	0.0059
RF00162	RF01725	0.00068
RF00163	RF02275	2.9e-06
RF00163	RF02277	3e-05
RF00164	RF03122	6e-15
RF00164	RF03123	9.4e-17
RF00164	RF03124	2.6e-16
RF00164	RF03125	2.3e-15
RF00165	RF03121	3.6e-15
RF00165	RF03122	1.2e-13
RF00165	RF03124	3.7e-12
RF00165	RF03125	3.6e-14
RF00166	RF00195	0.00049
RF00166	RF00707	0.0011
RF00166	RF01619	0.0037
RF00166	RF02029	0.0015
RF00166	RF02144	0.0082
RF00166	RF02767	0.00097
RF00166	RF03975	0.0003
RF00167	RF01510	7.7e-08
RF00167	RF03165	2.8e-11
RF00169	RF01854	2.6e-19
RF00169	RF01856	0.00013
RF00169	RF01857	1.6e-07
RF00169	RF04183	1.1e-11
RF00174	RF01482	1.4e-07
RF00174	RF01689	1.1e-05
RF00177	RF01959	0
RF00177	RF01960	4.9e-226
RF00177	RF02542	2.8e-232
RF00178	RF00246	9.1e-09
RF00178	RF00258	0.00036
RF00178	RF00660	0.0053
RF00178	RF00784	0.00016
RF00178	RF00852	2.7e-05
RF00178	RF01001	1.8e-05
RF00178	RF01902	0.0098
RF00178	RF02021	1.7e-06
RF00178	RF03197	1.9e-05
RF00178	RF03201	0.0004
RF00178	RF03278	1.6e-06
RF00178	RF03313	0.0043
RF00178	RF03328	7e-05
RF00178	RF03679	9.9e-05
RF00178	RF03705	0.0013
RF00178	RF03729	0.0013
RF00178	RF03769	0.0002
RF00178	RF03834	1e-05
RF00178	RF03849	0.0084
RF00178	RF03877	0.00039
RF00178	RF03921	2.9e-05
RF00178	RF04067	1.6e-05
RF00178	RF04093	0.0018
RF00178	RF04145	0.0035
RF00178	RF04254	8.3e-05
RF00181	RF00279	0.0062
RF00181	RF00318	0.0031
RF00181	RF01126	0.0057
RF00181	RF01133	0.0012
RF00181	RF01152	0.00056
RF00181	RF01169	7.4e-07
RF00184	RF00795	3.1e-05
RF00185	RF03540	0.0038
RF00185	RF03545	0.00084
RF00185	RF04144	0.0046
RF00185	RF04265	0.0074
RF00186	RF00204	0.0053
RF00186	RF00339	3.6e-05
RF00186	RF00610	0.0063
RF00188	RF00300	0.0026
RF00188	RF01152	0.0026
RF00188	RF01279	8.1e-05
RF00189	RF00325	0.0096
RF00189	RF01192	0.0051
RF00190	RF00392	0.0011
RF00190	RF00544	1.1e-05
RF00190	RF01441	0.0015
RF00191	RF00428	0.00032
RF00191	RF01660	8.5e-08
RF00191	RF03509	0.0012
RF00192	RF00995	0.0097
RF00192	RF03679	0.005
RF00193	RF02731	0.00075
RF00194	RF02809	0.0062
RF00194	RF03771	0.0011
RF00194	RF04067	0.0013
RF00195	RF00372	0.0036
RF00195	RF00512	0.0015
RF00195	RF01386	0.0055
RF00195	RF01400	0.00037
RF00195	RF01766	0.00049
RF00195	RF01770	0.00013
RF00195	RF01772	0.0066
RF00195	RF02079	0.00034
RF00195	RF02144	1.2e-19
RF00195	RF02621	6.6e-05
RF00195	RF03976	0.0042
RF00200	RF00328	0.0046
RF00202	RF01299	0.0071
RF00202	RF01422	0.0069
RF00203	RF01147	0.0057
RF00203	RF01309	0.0047
RF00204	RF01304	0.0032
RF00205	RF00345	9.6e-05
RF00205	RF01422	0.0028
RF00206	RF01277	0.0084
RF00207	RF00962	0.00056
RF00207	RF00976	0.00015
RF00207	RF03339	0.0019
RF00207	RF03880	0.0026
RF00207	RF04106	0.00067
RF00209	RF04263	0.0036
RF00210	RF01812	0.0042
RF00211	RF00328	0.0034
RF00211	RF01166	0.00084
RF00211	RF01207	2.3e-05
RF00212	RF00325	0.0048
RF00212	RF00352	0.0035
RF00212	RF00476	6.2e-07
RF00212	RF00572	0.0064
RF00212	RF01131	0.00074
RF00212	RF01153	0.0034
RF00212	RF01157	1.1e-06
RF00212	RF01600	0.0058
RF00212	RF02285	0.0088
RF00213	RF00332	0.0029
RF00213	RF00439	0.0033
RF00213	RF00576	0.0045
RF00213	RF00577	0.0077
RF00213	RF00607	0.0065
RF00213	RF01191	0.005
RF00213	RF01286	0.005
RF00213	RF01287	0.0012
RF00213	RF01574	0.0031
RF00213	RF01586	0.00069
RF00213	RF01647	2.5e-08
RF00213	RF02293	0.0019
RF00213	RF02403	1.6e-05
RF00216	RF01093	0.0053
RF00216	RF02400	1.1e-05
RF00216	RF03458	0.0055
RF00216	RF03703	0.002
RF00216	RF03777	0.0098
RF00216	RF04119	0.00057
RF00216	RF04203	2.6e-05
RF00217	RF00318	0.0046
RF00217	RF00331	0.0046
RF00217	RF01133	0.0062
RF00217	RF01136	0.0011
RF00217	RF01152	0.0037
RF00218	RF01232	0.0023
RF00220	RF01061	7.4e-05
RF00220	RF02405	0.002
RF00220	RF03413	0.004
RF00220	RF03623	0.0033
RF00221	RF02336	0.0034
RF00224	RF03620	0.005
RF00229	RF00254	0.0088
RF00230	RF02447	7.2e-05
RF00232	RF01151	5.1e-05
RF00234	RF01469	0.0032
RF00236	RF00262	0.00073
RF00236	RF00825	0.0045
RF00236	RF01809	0.001
RF00236	RF02351	0.0066
RF00236	RF02566	0.0074
RF00236	RF02604	2.4e-05
RF00236	RF03566	0.0061
RF00236	RF03889	0.0053
RF00237	RF00246	0.0012
RF00237	RF00253	0.0059
RF00237	RF00256	1.3e-07
RF00237	RF00445	0.00076
RF00237	RF00685	1e-05
RF00237	RF00768	0.0063
RF00237	RF00778	9e-05
RF00237	RF00797	0.00014
RF00237	RF00815	0.00024
RF00237	RF00846	3.2e-11
RF00237	RF00911	0.00028
RF00237	RF00927	0.01
RF00237	RF00935	0.0019
RF00237	RF00990	0.00086
RF00237	RF01021	5.7e-07
RF00237	RF01043	0.0016
RF00237	RF01503	0.00014
RF00237	RF02017	3.4e-05
RF00237	RF02019	0.0027
RF00237	RF03197	1.2e-07
RF00237	RF03222	0.00045
RF00237	RF03244	0.0022
RF00237	RF03258	0.0035
RF00237	RF03293	1e-06
RF00237	RF03328	0.0034
RF00237	RF03458	0.0039
RF00237	RF03511	1e-06
RF00237	RF03557	0.0033
RF00237	RF03578	4.3e-08
RF00237	RF03583	6.5e-06
RF00237	RF03590	1.6e-05
RF00237	RF03631	2.9e-06
RF00237	RF03686	8.2e-07
RF00237	RF03701	0.0068
RF00237	RF03704	2.2e-05
RF00237	RF03712	0.00059
RF00237	RF03717	6e-06
RF00237	RF03719	0.0029
RF00237	RF03814	6.3e-07
RF00237	RF03852	7.6e-05
RF00237	RF03894	0.0002
RF00237	RF03938	6.6e-07
RF00237	RF03953	5.9e-05
RF00237	RF03955	1.7e-08
RF00237	RF03956	0.0099
RF00237	RF03987	4.5e-05
RF00237	RF04007	0.00016
RF00237	RF04036	8.3e-05
RF00237	RF04049	1.8e-09
RF00237	RF04066	5.8e-05
RF00237	RF04069	4.3e-08
RF00237	RF04076	0.0071
RF00237	RF04097	5e-05
RF00237	RF04120	0.00012
RF00237	RF04138	6.7e-06
RF00237	RF04150	1.5e-05
RF00237	RF04194	0.00066
RF00237	RF04202	3.5e-05
RF00237	RF04206	2.9e-06
RF00237	RF04239	0.00035
RF00237	RF04240	5.3e-07
RF00238	RF00994	0.0029
RF00238	RF03583	0.0033
RF00239	RF00246	0.00084
RF00239	RF03278	6.6e-05
RF00239	RF03355	0.0011
RF00239	RF03489	0.00076
RF00239	RF03590	0.0011
RF00239	RF03631	0.0023
RF00239	RF03687	1.7e-08
RF00239	RF03783	0.00018
RF00239	RF03800	0.0022
RF00239	RF04019	1.1e-06
RF00239	RF04100	0.00092
RF00239	RF04113	0.0019
RF00239	RF04138	2.6e-06
RF00239	RF04187	0.0043
RF00240	RF03197	0.0045
RF00240	RF03244	0.0016
RF00240	RF03339	0.00073
RF00240	RF03394	0.00028
RF00240	RF03452	0.00013
RF00240	RF03501	0.0054
RF00240	RF03557	0.0018
RF00240	RF03564	0.0029
RF00240	RF03566	0.0084
RF00240	RF03634	0.0079
RF00240	RF03642	0.00068
RF00240	RF03664	0.00042
RF00240	RF03938	0.0035
RF00240	RF04036	7.6e-05
RF00240	RF04099	0.00073
RF00240	RF04125	0.0027
RF00240	RF04151	0.00025
RF00241	RF00905	1.2e-06
RF00241	RF03244	1.6e-05
RF00241	RF03278	1.8e-06
RF00241	RF03356	0.00015
RF00241	RF03458	0.001
RF00241	RF03596	0.0016
RF00241	RF03652	6.3e-05
RF00241	RF03665	1.8e-05
RF00241	RF03788	0.00032
RF00241	RF03812	8.5e-06
RF00241	RF03912	8.8e-09
RF00241	RF04205	0.001
RF00241	RF04250	4.1e-13
RF00241	RF04301	0.0055
RF00243	RF04017	0.00023
RF00244	RF00766	2.8e-10
RF00244	RF00795	0.00078
RF00244	RF00810	8.8e-08
RF00244	RF00819	0.00069
RF00244	RF00892	4.2e-07
RF00244	RF00895	1.8e-05
RF00244	RF00958	1.7e-06
RF00244	RF00976	0.0059
RF00244	RF01044	3.5e-06
RF00244	RF03296	0.00017
RF00244	RF03327	0.00014
RF00244	RF03349	8.9e-07
RF00244	RF03373	1.2e-05
RF00244	RF03454	0.0041
RF00244	RF03457	1.5e-06
RF00244	RF03560	0.00059
RF00244	RF03607	5.7e-13
RF00244	RF03669	8.4e-06
RF00244	RF03686	8.1e-10
RF00244	RF03722	4.6e-07
RF00244	RF03729	0.00069
RF00244	RF03736	6.7e-09
RF00244	RF03741	1.7e-07
RF00244	RF03781	3.2e-05
RF00244	RF03814	1.6e-08
RF00244	RF03993	0.0001
RF00244	RF04057	6.4e-05
RF00244	RF04061	1.3e-05
RF00244	RF04069	0.0022
RF00244	RF04148	4.7e-07
RF00244	RF04197	2.7e-06
RF00244	RF04208	0.0099
RF00245	RF00252	0.00019
RF00245	RF00648	0.0038
RF00245	RF00667	0.0018
RF00245	RF00753	0.00029
RF00245	RF00780	0.0063
RF00245	RF00804	0.00081
RF00245	RF00827	8e-06
RF00245	RF00834	0.0028
RF00245	RF00855	9.5e-05
RF00245	RF00997	0.0026
RF00245	RF01016	0.0036
RF00245	RF01021	0.0022
RF00245	RF01024	0.00044
RF00245	RF01464	0.00012
RF00245	RF01916	0.0015
RF00245	RF02006	4.1e-05
RF00245	RF02019	6.1e-05
RF00245	RF02021	0.0003
RF00245	RF02061	0.00017
RF00245	RF02244	0.0041
RF00245	RF03175	0.00072
RF00245	RF03187	0.0045
RF00245	RF03278	0.002
RF00245	RF03286	5.6e-05
RF00245	RF03335	9.6e-08
RF00245	RF03339	0.0007
RF00245	RF03426	5.7e-07
RF00245	RF03566	1.1e-05
RF00245	RF03638	0.0025
RF00245	RF03658	4.3e-07
RF00245	RF03686	7.4e-05
RF00245	RF03760	4.1e-05
RF00245	RF03781	5.7e-05
RF00245	RF03814	2.5e-05
RF00245	RF03872	0.0028
RF00245	RF03877	0.0064
RF00245	RF03916	6e-05
RF00245	RF03953	0.0048
RF00245	RF03966	1.1e-05
RF00245	RF04010	0.00018
RF00245	RF04019	0.00031
RF00245	RF04024	0.0026
RF00245	RF04066	0.00028
RF00245	RF04069	2.7e-06
RF00245	RF04099	0.00016
RF00245	RF04111	0.0002
RF00245	RF04144	3e-05
RF00245	RF04161	0.0011
RF00245	RF04176	0.00049
RF00245	RF04223	0.0037
RF00245	RF04235	5.1e-05
RF00245	RF04240	0.0004
RF00245	RF04241	6.5e-05
RF00245	RF04242	1.2e-06
RF00245	RF04246	0.0079
RF00246	RF00247	0.003
RF00246	RF00255	5.1e-07
RF00246	RF00258	0.0044
RF00246	RF00486	1.8e-06
RF00246	RF00660	2e-06
RF00246	RF00705	0.00095
RF00246	RF00709	0.00014
RF00246	RF00780	0.0002
RF00246	RF00801	0.0076
RF00246	RF00805	0.00023
RF00246	RF00852	7.8e-06
RF00246	RF00895	2.2e-06
RF00246	RF00935	6.6e-05
RF00246	RF00961	1.1e-06
RF00246	RF00972	5.5e-05
RF00246	RF00995	1.2e-05
RF00246	RF01859	0.0011
RF00246	RF01923	0.0065
RF00246	RF02017	1e-06
RF00246	RF03174	3.4e-07
RF00246	RF03313	0.00019
RF00246	RF03335	2.1e-06
RF00246	RF03352	1.1e-06
RF00246	RF03387	2.8e-06
RF00246	RF03414	5.6e-06
RF00246	RF03464	9.9e-05
RF00246	RF03468	1.3e-07
RF00246	RF03487	0.00061
RF00246	RF03489	1.6e-06
RF00246	RF03490	9.7e-05
RF00246	RF03566	6.6e-05
RF00246	RF03568	1.3e-05
RF00246	RF03572	7.2e-07
RF00246	RF03578	2.1e-05
RF00246	RF03588	1.4e-10
RF00246	RF03589	0.0011
RF00246	RF03600	6.4e-07
RF00246	RF03634	3.3e-08
RF00246	RF03641	2.3e-07
RF00246	RF03645	8.3e-06
RF00246	RF03658	6e-08
RF00246	RF03664	1.1e-06
RF00246	RF03689	0.00011
RF00246	RF03693	8.9e-06
RF00246	RF03709	0.00055
RF00246	RF03734	1.2e-06
RF00246	RF03747	1.4e-07
RF00246	RF03781	4.5e-10
RF00246	RF03788	7.2e-08
RF00246	RF03798	1.1e-09
RF00246	RF03800	1e-05
RF00246	RF03834	9.8e-06
RF00246	RF03849	2.7e-07
RF00246	RF03872	1.7e-08
RF00246	RF03888	1.6e-07
RF00246	RF03912	7.5e-05
RF00246	RF03933	6.3e-05
RF00246	RF03987	8.5e-08
RF00246	RF04007	9.5e-05
RF00246	RF04013	8.2e-06
RF00246	RF04047	1e-05
RF00246	RF04049	6.4e-06
RF00246	RF04052	7.6e-11
RF00246	RF04054	1.1e-07
RF00246	RF04065	5.5e-07
RF00246	RF04068	3.8e-06
RF00246	RF04076	0.00032
RF00246	RF04132	2.2e-10
RF00246	RF04133	4.2e-07
RF00246	RF04138	9e-09
RF00246	RF04161	3.6e-05
RF00246	RF04167	2.9e-06
RF00246	RF04187	1.7e-07
RF00246	RF04217	0.00037
RF00246	RF04230	4.6e-08
RF00246	RF04239	0.00043
RF00246	RF04240	6.2e-08
RF00246	RF04242	4.6e-07
RF00246	RF04248	1.4e-06
RF00246	RF04291	0.00037
RF00247	RF00797	0.0018
RF00247	RF00846	1.6e-08
RF00247	RF00925	0.0023
RF00247	RF00931	3.4e-06
RF00247	RF00954	0.0016
RF00247	RF01464	0.003
RF00247	RF01582	0.0062
RF00247	RF02030	0.0041
RF00247	RF03490	0.0007
RF00247	RF03578	1.9e-08
RF00247	RF03588	0.0017
RF00247	RF03640	0.0019
RF00247	RF03702	7.7e-06
RF00247	RF03716	1.1e-08
RF00247	RF03741	0.0023
RF00247	RF03757	0.0045
RF00247	RF03886	0.0015
RF00247	RF03951	2.8e-05
RF00247	RF03955	2.4e-08
RF00247	RF04085	2e-09
RF00247	RF04174	4.2e-06
RF00247	RF04176	0.0013
RF00247	RF04244	0.0095
RF00248	RF00743	0.00013
RF00248	RF00768	0.00022
RF00248	RF00939	5.1e-05
RF00248	RF00981	0.0038
RF00248	RF01024	1.5e-05
RF00248	RF02020	0.0025
RF00248	RF03244	0.00011
RF00248	RF03316	0.00011
RF00248	RF03360	0.0015
RF00248	RF03489	0.0059
RF00248	RF03566	0.0016
RF00248	RF03573	9.9e-05
RF00248	RF03716	0.0045
RF00248	RF03722	0.0056
RF00248	RF03729	0.0018
RF00248	RF03870	0.0026
RF00248	RF03906	0.0031
RF00248	RF03980	0.0024
RF00248	RF04061	0.0053
RF00249	RF00641	0.00041
RF00249	RF00914	0.005
RF00249	RF00967	0.005
RF00250	RF03222	0.00025
RF00250	RF04113	4.8e-05
RF00251	RF00655	0.0015
RF00251	RF00769	0.00072
RF00251	RF00855	0.00083
RF00251	RF00884	6.8e-05
RF00251	RF01061	2.1e-06
RF00251	RF01487	9.8e-06
RF00251	RF02277	0.00085
RF00251	RF03173	3.2e-05
RF00251	RF03457	1.8e-06
RF00251	RF03464	0.0035
RF00251	RF03498	3e-05
RF00251	RF03557	0.0049
RF00251	RF03569	0.00078
RF00251	RF03590	1.4e-05
RF00251	RF03599	0.0071
RF00251	RF03734	0.0087
RF00251	RF03736	7.8e-07
RF00251	RF03762	0.0017
RF00251	RF03843	1.2e-05
RF00251	RF03877	0.0056
RF00251	RF04096	0.00035
RF00251	RF04136	0.0086
RF00252	RF00261	6.4e-05
RF00252	RF00615	4.2e-07
RF00252	RF00714	1.8e-06
RF00252	RF00791	0.0069
RF00252	RF00801	0.00019
RF00252	RF00864	3.8e-08
RF00252	RF00979	0.002
RF00252	RF01033	6.5e-09
RF00252	RF01390	4.2e-06
RF00252	RF01464	2.7e-13
RF00252	RF01487	1.1e-07
RF00252	RF01494	1.6e-05
RF00252	RF01580	3.4e-05
RF00252	RF01582	2.1e-16
RF00252	RF01699	8.1e-08
RF00252	RF01853	8.4e-05
RF00252	RF01927	2.2e-13
RF00252	RF02367	2.8e-05
RF00252	RF02690	2.6e-09
RF00252	RF02723	3.7e-12
RF00252	RF02818	0.0011
RF00252	RF02862	5.9e-09
RF00252	RF02863	0.0012
RF00252	RF03275	1.6e-06
RF00252	RF03362	4.5e-06
RF00252	RF03465	0.00028
RF00252	RF03662	5.9e-09
RF00252	RF03692	1.2e-09
RF00252	RF03747	2e-08
RF00252	RF03750	8.5e-06
RF00252	RF03751	0.00052
RF00252	RF03762	7.5e-07
RF00252	RF03776	1.8e-07
RF00252	RF03821	7.1e-05
RF00252	RF03875	0.0038
RF00252	RF03879	1.4e-07
RF00252	RF03927	4.9e-11
RF00252	RF04052	2.9e-09
RF00252	RF04115	5.8e-06
RF00252	RF04138	4.1e-11
RF00252	RF04140	2e-07
RF00252	RF04154	3.9e-11
RF00252	RF04158	6.2e-08
RF00252	RF04161	2.9e-12
RF00252	RF04176	2e-13
RF00252	RF04177	0.0013
RF00252	RF04217	1.7e-11
RF00252	RF04238	4.9e-05
RF00252	RF04240	3.8e-13
RF00252	RF04241	9.6e-18
RF00252	RF04242	2e-10
RF00252	RF04263	7.3e-15
RF00253	RF00464	0.0052
RF00253	RF00739	1e-05
RF00253	RF00932	0.0018
RF00253	RF00963	0.00018
RF00253	RF01011	0.00028
RF00253	RF01061	0.00053
RF00253	RF03174	0.0055
RF00253	RF03278	0.0037
RF00253	RF03297	0.0087
RF00253	RF03489	0.0084
RF00253	RF03523	0.0081
RF00253	RF03596	0.00051
RF00253	RF03631	0.0023
RF00253	RF03638	6.6e-05
RF00253	RF03644	3e-05
RF00253	RF03765	0.0017
RF00253	RF03877	0.00023
RF00253	RF03886	9.4e-05
RF00253	RF03888	0.0069
RF00253	RF03938	0.00033
RF00253	RF03955	0.0063
RF00253	RF04043	0.0019
RF00253	RF04132	4.4e-06
RF00253	RF04239	0.00073
RF00254	RF00455	2.1e-18
RF00254	RF00665	0.0042
RF00254	RF00669	0.00017
RF00254	RF00706	3.4e-09
RF00254	RF00735	0.00074
RF00254	RF00737	0.0053
RF00254	RF00751	0.0016
RF00254	RF00756	1.4e-06
RF00254	RF00785	4.1e-06
RF00254	RF00793	0.00053
RF00254	RF00794	9e-07
RF00254	RF00805	0.0027
RF00254	RF00813	0.00046
RF00254	RF00819	0.0031
RF00254	RF00821	1.2e-06
RF00254	RF00852	2.1e-05
RF00254	RF00877	0.00062
RF00254	RF00928	3.8e-06
RF00254	RF00932	0.00013
RF00254	RF00956	1.1e-06
RF00254	RF01021	0.0007
RF00254	RF01900	1.2e-06
RF00254	RF01925	2.7e-06
RF00254	RF01943	0.00056
RF00254	RF02017	8.6e-05
RF00254	RF02021	0.0014
RF00254	RF03187	0.0067
RF00254	RF03208	1.9e-07
RF00254	RF03351	7.3e-05
RF00254	RF03374	1.2e-08
RF00254	RF03375	2.1e-05
RF00254	RF03443	0.0054
RF00254	RF03450	1.6e-07
RF00254	RF03457	0.00035
RF00254	RF03464	0.00013
RF00254	RF03476	0.00047
RF00254	RF03509	0.00032
RF00254	RF03528	0.00011
RF00254	RF03530	0.00042
RF00254	RF03556	0.00015
RF00254	RF03588	0.00019
RF00254	RF03604	0.0071
RF00254	RF03621	0.00099
RF00254	RF03637	4.9e-10
RF00254	RF03640	1e-06
RF00254	RF03665	0.0093
RF00254	RF03688	1.3e-05
RF00254	RF03704	0.00013
RF00254	RF03709	0.00011
RF00254	RF03714	5.3e-08
RF00254	RF03739	0.00031
RF00254	RF03747	6.1e-07
RF00254	RF03749	0.0041
RF00254	RF03750	0.00079
RF00254	RF03820	0.00029
RF00254	RF03821	1.5e-05
RF00254	RF03845	0.0012
RF00254	RF03857	0.00038
RF00254	RF03905	0.002
RF00254	RF03912	2.5e-05
RF00254	RF03918	0.00016
RF00254	RF03967	0.00026
RF00254	RF03976	0.00053
RF00254	RF03980	5.2e-11
RF00254	RF04013	0.0011
RF00254	RF04050	0.0014
RF00254	RF04052	1e-05
RF00254	RF04108	0.00018
RF00254	RF04109	5.8e-07
RF00254	RF04113	0.0038
RF00254	RF04118	0.0057
RF00254	RF04144	0.0035
RF00254	RF04147	8e-05
RF00254	RF04154	2.8e-08
RF00254	RF04156	0.0061
RF00254	RF04158	4.4e-05
RF00254	RF04160	4.4e-06
RF00254	RF04161	4.7e-09
RF00254	RF04176	3e-09
RF00254	RF04208	0.00031
RF00254	RF04217	0.00023
RF00254	RF04228	0.00033
RF00254	RF04235	1.7e-06
RF00254	RF04238	0.0011
RF00254	RF04241	7.7e-08
RF00254	RF04242	6.7e-11
RF00254	RF04249	0.003
RF00255	RF00842	0.00012
RF00255	RF00935	3.7e-05
RF00255	RF00961	0.00083
RF00255	RF01941	0.0018
RF00255	RF03193	0.0011
RF00255	RF03201	0.00042
RF00255	RF03345	6.1e-05
RF00255	RF03590	0.00016
RF00255	RF03702	0.00078
RF00255	RF03704	0.00011
RF00255	RF03762	6.8e-05
RF00255	RF03978	0.00028
RF00255	RF04019	0.00035
RF00255	RF04052	6.4e-08
RF00255	RF04081	9.8e-07
RF00255	RF04145	0.0038
RF00255	RF04187	0.00063
RF00255	RF04251	0.0002
RF00256	RF00265	0.001
RF00256	RF00456	0.0028
RF00256	RF00615	7e-06
RF00256	RF00642	0.0018
RF00256	RF00672	0.0062
RF00256	RF00685	0.00017
RF00256	RF00737	0.0083
RF00256	RF00766	0.0057
RF00256	RF00811	0.00027
RF00256	RF00956	1.8e-05
RF00256	RF00961	9.8e-06
RF00256	RF00962	0.00051
RF00256	RF00990	0.0002
RF00256	RF00994	2.5e-05
RF00256	RF01007	0.0016
RF00256	RF01021	2.9e-05
RF00256	RF02019	2.9e-06
RF00256	RF03174	4.6e-06
RF00256	RF03193	3.8e-05
RF00256	RF03196	0.00015
RF00256	RF03197	0.0044
RF00256	RF03237	0.01
RF00256	RF03244	5.9e-06
RF00256	RF03269	4.3e-07
RF00256	RF03278	3.4e-05
RF00256	RF03287	1.2e-05
RF00256	RF03293	6.5e-07
RF00256	RF03296	7.4e-08
RF00256	RF03303	0.00044
RF00256	RF03313	4e-06
RF00256	RF03327	0.0022
RF00256	RF03328	6.9e-10
RF00256	RF03339	0.00052
RF00256	RF03373	3.8e-05
RF00256	RF03402	0.00044
RF00256	RF03423	3.2e-07
RF00256	RF03426	8.3e-07
RF00256	RF03462	0.00031
RF00256	RF03474	8.2e-05
RF00256	RF03476	0.0058
RF00256	RF03512	0.0068
RF00256	RF03557	5.2e-06
RF00256	RF03578	4.6e-09
RF00256	RF03590	1.2e-07
RF00256	RF03638	0.0035
RF00256	RF03664	0.00023
RF00256	RF03719	3.3e-06
RF00256	RF03722	0.0002
RF00256	RF03767	5.7e-07
RF00256	RF03779	0.00013
RF00256	RF03798	0.0072
RF00256	RF03799	7.3e-07
RF00256	RF03814	1.8e-07
RF00256	RF03857	0.00022
RF00256	RF03862	0.00041
RF00256	RF03888	0.0016
RF00256	RF03937	4.6e-05
RF00256	RF03959	0.006
RF00256	RF03980	4.4e-07
RF00256	RF03993	7e-05
RF00256	RF04019	2.6e-05
RF00256	RF04036	0.00039
RF00256	RF04049	0.0001
RF00256	RF04054	6.3e-07
RF00256	RF04069	0.0051
RF00256	RF04077	8.3e-06
RF00256	RF04097	0.00018
RF00256	RF04099	8.4e-05
RF00256	RF04109	0.0024
RF00256	RF04111	0.0011
RF00256	RF04120	0.00022
RF00256	RF04121	3.4e-07
RF00256	RF04128	0.0013
RF00256	RF04134	0.008
RF00256	RF04145	2.9e-06
RF00256	RF04148	7.1e-05
RF00256	RF04160	0.0084
RF00256	RF04161	1e-11
RF00256	RF04172	0.0013
RF00256	RF04203	0.0031
RF00256	RF04208	4.6e-05
RF00256	RF04223	1e-05
RF00256	RF04236	3.4e-07
RF00256	RF04239	0.0037
RF00256	RF04255	3.7e-05
RF00256	RF04298	0.0011
RF00256	RF04300	0.00054
RF00257	RF00455	0.0092
RF00257	RF00895	0.0065
RF00257	RF00914	8.3e-05
RF00257	RF00937	0.00015
RF00257	RF02095	1.5e-05
RF00257	RF03545	0.00083
RF00257	RF03684	0.0031
RF00257	RF03689	0.00064
RF00257	RF03711	0.0087
RF00257	RF03889	0.0002
RF00257	RF03916	0.00011
RF00257	RF04057	0.0082
RF00257	RF04111	4.3e-05
RF00257	RF04154	0.0014
RF00257	RF04176	0.0081
RF00257	RF04288	0.0039
RF00258	RF00451	0.0017
RF00258	RF00464	0.0012
RF00258	RF00639	5.4e-06
RF00258	RF00705	4.4e-06
RF00258	RF00746	0.00017
RF00258	RF00756	7.6e-05
RF00258	RF00869	7.6e-05
RF00258	RF00872	0.00016
RF00258	RF00901	0.003
RF00258	RF00925	3.4e-07
RF00258	RF00932	0.0056
RF00258	RF00997	1.5e-05
RF00258	RF01007	0.0025
RF00258	RF01015	2.6e-11
RF00258	RF01016	3e-05
RF00258	RF01043	0.00037
RF00258	RF01064	1.7e-05
RF00258	RF02015	0.008
RF00258	RF02061	1.9e-07
RF00258	RF02260	0.00016
RF00258	RF03177	0.00044
RF00258	RF03187	0.00014
RF00258	RF03286	2.3e-05
RF00258	RF03293	0.00012
RF00258	RF03317	0.0055
RF00258	RF03374	0.0018
RF00258	RF03403	0.0035
RF00258	RF03406	1.4e-05
RF00258	RF03418	4.1e-06
RF00258	RF03489	5.1e-08
RF00258	RF03490	1.5e-05
RF00258	RF03492	0.0066
RF00258	RF03506	0.0078
RF00258	RF03523	2.4e-08
RF00258	RF03566	0.0013
RF00258	RF03578	3.1e-06
RF00258	RF03631	2.6e-06
RF00258	RF03632	1.7e-06
RF00258	RF03634	0.00026
RF00258	RF03635	0.0013
RF00258	RF03658	9.1e-07
RF00258	RF03666	0.0021
RF00258	RF03667	7.8e-10
RF00258	RF03685	9.2e-05
RF00258	RF03687	5.5e-07
RF00258	RF03719	0.00012
RF00258	RF03728	0.00072
